stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,intersection_code,reference_place,stop_name_short,stop_place
40469,40469,Broadway & 3rd St,,32.80784596,-116.92722454,,,0,,1,F-W/B,,Brdwy&3rd,
10841,10841,Broadway & 4th Av,,32.71579056,-117.16088030,,,0,,1,N-W/B,,Brdwy&4th,bro4th
10097,10097,Broadway & 5th Av,,32.71566019,-117.16029699,,,0,,0,N-E/B,,Brdwy&5th,5thbro
13312,13312,Broadway & 5th Av,,32.71576782,-117.16005100,,,0,,0,N-W/B,,Brdwy&5th,bro4th
99237,99237,Broadway & 65th St,,32.71596284,-117.05722649,,,0,,0,M-Street-W/B,,Brdwy&65th,
99238,99238,Broadway & 65th St,,32.71583160,-117.05754066,,,0,,0,F-E/B,,Brdwy&65th,
10099,10099,Broadway & 6th Av,,32.71566351,-117.15947446,,,0,,0,N-E/B,,Brdwy&6th,bro6th
13088,13088,Broadway & 7080,,32.74266336,-117.04511925,,,0,,1,M-Street-W/B,,Brdwy&7080,
40918,40918,Broadway & 7081,,32.74238868,-117.04594608,,,0,,1,M-Street-E/B,,Brdwy&7081,
13311,13311,Broadway & 9th Av,,32.71581418,-117.15633142,,,0,,0,N-W/B,,Brdwy&9th,
13315,13315,Broadway & 9th Av,,32.71565037,-117.15662982,,,0,,0,N-E/B,,Brdwy&9th,
30463,30463,Broadway & Anita St,,32.59886635,-117.07670515,,,0,,1,F-N/B,,Brdwy&Anita,
60239,60239,Broadway & Anita St,,32.59881766,-117.07699692,,,0,,1,N-S/B,,Brdwy&Anita,
40308,40308,Broadway & Anza St,,32.80783031,-116.94780312,,,0,,1,N-W/B,,Brdwy&Anza,
40194,40194,Broadway & Ballantyne St,,32.80757869,-116.95772431,,,0,,1,F-E/B,,Brdwy&Ballantyne,broba1
40443,40443,Broadway & Ballantyne St,,32.80781721,-116.95878722,,,0,,1,F-W/B,,Brdwy&Ballantyne,brobal
40216,40216,Broadway & Bostonia St,,32.80761149,-116.93336410,,,0,,1,F-E/B,,Brdwy&Bostonia,
40464,40464,Broadway & Bostonia St,,32.80783742,-116.93375966,,,0,,1,F-W/B,,Brdwy&Bostonia,
40130,40130,Broadway & Buena Vista Av,,32.74255179,-117.03377786,,,0,,1,F-E/B,,Brdwy&Buena Vista,
40364,40364,Broadway & Buena Vista Av,,32.74281513,-117.03472334,,,0,,1,F-W/B,,Brdwy&Buena Vista,
60233,60233,Broadway & Chula Vista St,,32.64616957,-117.09548059,,,0,,1,N-S/B,,Brdwy&Chula Vista,
40221,40221,Broadway & Coleen Ct,,32.80761438,-116.92885329,,,0,,1,F-E/B,,Brdwy&Coleen,
10836,10836,Broadway & Columbia St,,32.71580373,-117.16726261,,,0,,1,N-W/B,,Brdwy&Columbia,
60287,60287,Broadway & D St,,32.64448650,-117.09482449,,,0,,1,F-S/B,,Brdwy&D,
60409,60409,Broadway & D St,,32.64505564,-117.09479420,,,0,,1,F-N/B,,Brdwy&D,
40472,40472,Broadway & E Main St,,32.80783872,-116.92301957,,,0,,1,F-W/B,,Brdwy&E Main,broemn
60411,60411,Broadway & E St,,32.64196910,-117.09358869,,,0,,1,F-N/B,,Brdwy&E,
60291,60291,Broadway & F St,,32.63733456,-117.09206639,,,0,,1,F-S/B,,Brdwy&F,
10090,10090,Broadway & Front St,,32.71559826,-117.16495210,,,0,,0,N-E/B,,Brdwy&Front,brofro
60292,60292,Broadway & G St,,32.63411368,-117.09080782,,,0,,2,F-S/B,,Brdwy&G,
60413,60413,Broadway & G St,,32.63487769,-117.09081835,,,0,,1,F-N/B,,Brdwy&G,
40191,40191,Broadway & Graves Av,,32.80755804,-116.95988518,,,0,,1,F-E/B,,Brdwy&Graves,grabro
10724,10724,Broadway & Grove St,,32.74267389,-117.02707618,,,0,,1,F-E/B,,Brdwy&Grove,
11463,11463,Broadway & Grove St,,32.74289609,-117.02757897,,,0,,1,F-W/B,,Brdwy&Grove,
30342,30342,Broadway & H St,,32.63048710,-117.08938958,,,0,,1,F-S/B,,Brdwy&H,
60414,60414,Broadway & H St,,32.63156087,-117.08951998,,,0,,1,F-N/B,,Brdwy&H,
60506,60506,Broadway & H St,,32.62998207,-117.08888458,,,0,,2,N-N/B,,Brdwy&H,
60294,60294,Broadway & I St,,32.62682763,-117.08795491,,,0,,1,F-S/B,,Brdwy&I,
60351,60351,Broadway & I St,,32.62691464,-117.08768940,,,0,,1,N-N/B,,Brdwy&I,
60295,60295,Broadway & J St,,32.62364510,-117.08671000,,,0,,1,F-S/B,,Brdwy&J,
60415,60415,Broadway & J St,,32.62464768,-117.08680070,,,0,,1,F-N/B,,Brdwy&J,
60296,60296,Broadway & K St,,32.62005956,-117.08531197,,,0,,1,F-S/B,,Brdwy&K,
60416,60416,Broadway & K St,,32.62104014,-117.08540569,,,0,,1,F-N/B,,Brdwy&K,
10454,10454,Broadway & Kettner Bl,,32.71562174,-117.16881806,,,0,broket,1,F-E/B,,Brdwy&Kettner,broket
10833,10833,Broadway & Kettner Bl,,32.71585722,-117.16893756,,,0,broket,1,N-W/B,,Brdwy&Kettner,broket
60299,60299,Broadway & L St,,32.61673165,-117.08402041,,,0,,1,F-S/B,,Brdwy&L,brol
60422,60422,Broadway & L St,,32.61760544,-117.08405465,,,0,,1,F-N/B,,Brdwy&L,brol
60408,60408,Broadway & Macintosh St,,32.64723487,-117.09564349,,,0,,1,F-N/B,,Brdwy&Macintosh,
99239,99239,Broadway & Madera St,,32.71583871,-117.05350597,,,0,,1,N-E/B,,Brdwy&Madera,
60241,60241,Broadway & Main St,,32.59535568,-117.07560408,,,0,,0,N-S/B,,Brdwy&Main,
60430,60430,Broadway & Main St,,32.59573053,-117.07544525,,,0,,1,M-Street-N/B,,Brdwy&Main,
11458,11458,Broadway & Main St (Lemon Grove Depot),,32.74283905,-117.03138680,,,0,,1,F-W/B,,Brdwy&Main (Lmn Grv Depot),brotro
10701,10701,Broadway & Massachusetts Av,,32.74244460,-117.04238219,,,0,,1,F-E/B,,Brdwy&Mass,
11441,11441,Broadway & Massachusetts Av,,32.74269114,-117.04336657,,,0,,1,F-W/B,,Brdwy&Mass,
40202,40202,Broadway & Mollison Av,,32.80759726,-116.95061322,,,0,,1,F-E/B,,Brdwy&Mollison,bromol
40449,40449,Broadway & Mollison Av,,32.80782446,-116.95174437,,,0,,1,F-W/B,,Brdwy&Mollison,bromo1
60300,60300,Broadway & Moss St,,32.61328590,-117.08267588,,,0,,1,F-S/B,,Brdwy&Moss,
60423,60423,Broadway & Moss St,,32.61411039,-117.08268366,,,0,,1,F-N/B,,Brdwy&Moss,
41295,41295,Broadway & N 2nd St,,32.80754122,-116.93651756,,,0,,1,N-E/B,,Brdwy&N 2nd,2ndbro
10449,10449,Broadway & N Harbor Dr,,32.71559981,-117.17249172,,,0,,1,F-E/B,,Brdwy&N Harbor,brohar
60301,60301,Broadway & Naples St,,32.60986487,-117.08133169,,,0,,1,F-S/B,,Brdwy&Naples,
60358,60358,Broadway & Naples St,,32.60997939,-117.08105999,,,0,,1,N-N/B,,Brdwy&Naples,
60302,60302,Broadway & Oxford St,,32.60641366,-117.07997757,,,0,,1,F-S/B,,Brdwy&Oxford,
60424,60424,Broadway & Oxford St,,32.60733681,-117.08002847,,,0,,1,F-N/B,,Brdwy&Oxford,
10828,10828,Broadway & Pacific Hwy,,32.71584424,-117.17178225,,,0,,1,F-W/B,,Brdwy&Pcfc Hwy,brohar
99026,99026,Broadway & Pacific Hwy,,32.71559841,-117.17047269,,,0,,1,F-E/B,,Brdwy&Pcfc Hwy,bropac
60192,60192,Broadway & Palomar St,,32.60407270,-117.07904962,,,0,,1,N-S/B,,Brdwy&Palomar,
60426,60426,Broadway & Palomar St,,32.60390757,-117.07867465,,,0,,1,F-N/B,,Brdwy&Palomar,
10109,10109,Broadway & Park Bl,,32.71570092,-117.15401278,,,0,citcol,1,N-E/B,,Brdwy&Park,citcol
99342,99342,Broadway & Park Bl,,32.71583248,-117.15406290,,,0,citcol,2,F-W/B,,Brdwy&Park,citcol
40981,40981,Broadway & St John's Plaza,,32.74407958,-117.02162806,,,0,,1,M-Street-W/B,,Brdwy&St John's Pza,
10086,10086,Broadway & State St,,32.71556890,-117.16668470,,,0,,1,N-E/B,,Brdwy&State,amplza
99258,99258,Broadway & Sweetwater Rd,,32.74485626,-117.02005100,,,0,,0,N-E/B,,Brdwy&Swtwter,
99259,99259,Broadway & Sweetwater Rd,,32.74507808,-117.02017978,,,0,,1,F-W/B,,Brdwy&Swtwter,
10839,10839,Broadway & Union St,,32.71582402,-117.16538198,,,0,,1,N-W/B,,Brdwy&Union,brouni
40021,40021,Broadway & Washington St,,32.74324100,-117.02342894,,,0,,1,N-E/B,,Brdwy&Wshngtn,
40380,40380,Broadway & Washington St,,32.74351409,-117.02327198,,,0,,1,F-W/B,,Brdwy&Wshngtn,wasbro
10705,10705,Broadway & West St,,32.74268804,-117.03870614,,,0,,1,F-W/B,,Brdwy&West,
10708,10708,Broadway & West St,,32.74249559,-117.03828489,,,0,,1,F-E/B,,Brdwy&West,
99440,99440,Broadway Pier,,32.71603823,-117.17340665,,,0,,2,,,Brdwy Pier,bropie
10720,10720,Brookhaven Rd & Woodway Ct,,32.69910321,-117.03038804,,,0,,0,M-Street-E/B,,Brookhaven&Woodway,
99233,99233,Brooklyn Av & 63rd St,,32.71324653,-117.06237089,,,0,,1,N-W/B,,Brooklyn&63rd,
99235,99235,Brooklyn Av & 65th St,,32.71324560,-117.05832974,,,0,,1,F-W/B,,Brooklyn&65th,
99234,99234,Brooklyn Av & Stork St,,32.71311932,-117.06081893,,,0,,2,F-E/B,,Brooklyn&Stork,
98082,98082,Buckman Springs Rd & 2030-2060,,32.66248582,-116.48799570,,,0,,2,M-Street-S/B,,Buckman Sprgs&2030-2060,
98081,98081,Buckman Springs Rd & 2041-2087,,32.66257121,-116.48789521,,,0,,2,M-Street-N/B,,Buckman Sprgs&2041-2087,
98083,98083,Buckman Springs Rd & Cameron Truck Trail,,32.67439353,-116.48859327,,,0,,2,M-Street-S/B,,Buckman Sprgs&Cameron Truck Trail,
98084,98084,Buckman Springs Rd & Cameron Truck Trail,,32.67449549,-116.48845381,,,0,,2,F-N/B,,Buckman Sprgs&Cameron Truck Trail,
98079,98079,Buckman Springs Rd & Freedom Ranch,,32.65011669,-116.48723462,,,0,,2,M-Street-N/B,,Buckman Sprgs&Freedom Ranch,
98102,98102,Buckman Springs Rd & Hwy 94,,32.62908420,-116.47190147,,,0,,2,F-N/B,,Buckman Sprgs&Hwy 94,campo
98090,98090,Buckman Springs Rd & Mountain Empire Hs,,32.73441187,-116.49360746,,,0,,2,M-Street-N/B,,Buckman Sprgs&Mtn Empire Hs,
98080,98080,Buckman Springs Rd & Opp Freedom Ranch,,32.65010259,-116.48741651,,,0,,2,M-Street-S/B,,Buckman Sprgs&Opp Freedom Ranch,
98091,98091,Buckman Springs Rd & Opp Mountain Empire Hs,,32.73461498,-116.49374460,,,0,,2,M-Street-S/B,,Buckman Sprgs&Opp Mtn Empire Hs,
98092,98092,Buckman Springs Rest Area,,32.75821458,-116.48437060,,,0,,1,M-Special_Loc,,Buckman Sprgs Rest Area,bucspr
41017,41017,Business 8 & 13162,,32.82846907,-116.90919888,,,0,,2,M-Street-S/B,,Bus 8&13162,
40934,40934,Business 8 & 13450,,32.83369883,-116.90413663,,,0,,2,M-Street-N/B,,Bus 8&13450,
40903,40903,Business 8 & 13460,,32.83565605,-116.90147833,,,0,,2,M-Street-N/B,,Bus 8&13460,
40999,40999,Business 8 & 13460,,32.83572601,-116.90176208,,,0,,1,M-Street-S/B,,Bus 8&13460,
40936,40936,Business 8 & 13490,,32.83689178,-116.89855088,,,0,,2,M-Street-N/B,,Bus 8&13490,
40966,40966,Business 8 & 13490,,32.83681231,-116.89902887,,,0,,2,M-Street-S/B,,Bus 8&13490,
40967,40967,Business 8 & 13545,,32.83740876,-116.89797518,,,0,,2,M-Street-S/B,,Bus 8&13545,
41014,41014,Business 8 & Aurora Dr,,32.82340032,-116.91341215,,,0,,2,F-S/B,,Bus 8&Aurora,
40327,40327,Business 8 & East Lakeview Rd,,32.84033063,-116.89372186,,,0,,1,F-S/B,,Bus 8&ELakeview,
40937,40937,Business 8 & El Dorado Pkwy,,32.83991947,-116.89403792,,,0,,2,N-N/B,,Bus 8&El Dorado,
40938,40938,Business 8 & El Dorado Pkwy,,32.84073594,-116.89189182,,,0,,2,F-E/B,,Bus 8&El Dorado,
40904,40904,Business 8 & Kay Jay Ln,,32.83853713,-116.89611471,,,0,,2,N-N/B,,Bus 8&Kay Jay,
41001,41001,Business 8 & Kay Jay Ln,,32.83863789,-116.89629452,,,0,,2,F-S/B,,Bus 8&Kay Jay,
40940,40940,Business 8 & Lake Jennings Park Rd,,32.84454067,-116.88320671,,,0,,2,N-E/B,,Bus 8&Lake Jennings Park,
40969,40969,Business 8 & Lake Jennings Park Rd,,32.84379164,-116.88455903,,,0,,2,F-W/B,,Bus 8&Lake Jennings Park,
40939,40939,Business 8 & Lake Valley Rd,,32.84143414,-116.88922389,,,0,,2,F-E/B,,Bus 8&Lake Vly,
41002,41002,Business 8 & Lake Valley Rd,,32.84107109,-116.89139287,,,0,,1,F-W/B,,Bus 8&Lake Vly,
40232,40232,Business 8 & Los Coches Rd,,32.83248939,-116.90519544,,,0,,2,F-N/B,,Bus 8&Los Coches,
40479,40479,Business 8 & Los Coches Rd,,32.83221114,-116.90583795,,,0,,1,F-S/B,,Bus 8&Los Coches,
40965,40965,Business 8 & Los Coches Rd,,32.83398997,-116.90417460,,,0,,1,N-S/B,,Bus 8&Los Coches,
40233,40233,Business 8 & Pinkard Ln,,32.84194286,-116.88758013,,,0,,2,F-E/B,,Bus 8&Pinkard,
40328,40328,Business 8 & Pinkard Ln,,32.84193629,-116.88831916,,,0,,1,N-W/B,,Bus 8&Pinkard,
11710,11710,Business Park Av & Willow Creek Rd,,32.90249490,-117.11176876,,,0,,2,N-S/B,,Business Park&Willow Creek,
10138,10138,C St & 26th St,,32.71680461,-117.13829122,,,0,,1,N-E/B,,C&26th,
11280,11280,C St & 26th St,,32.71695476,-117.13843254,,,0,,1,F-W/B,,C&26th,
10532,10532,C St & 27th St,,32.71681943,-117.13584967,,,0,,1,F-E/B,,C&27th,
10904,10904,C St & 27th St,,32.71697047,-117.13586744,,,0,,1,N-W/B,,C&27th,
10148,10148,C St & 28th St,,32.71683051,-117.13430543,,,0,,1,N-E/B,,C&28th,
11288,11288,C St & 28th St,,32.71698302,-117.13411839,,,0,,1,F-W/B,,C&28th,
10166,10166,C St & 30th St,,32.71680897,-117.13040045,,,0,,1,M-Street-E/B,,C&30th,c_30st
11866,11866,Cable St & Brighton Av,,32.74905002,-117.24661131,,,0,,1,F-S/B,,Cable&Brighton,
12625,12625,Cable St & Cape May Av,,32.74848117,-117.24693988,,,0,,1,F-N/B,,Cable&Cape May,
11841,11841,Cable St & Coronado Av,,32.74144397,-117.25315978,,,0,,2,F-S/B,,Cable&Crndo,
12603,12603,Cable St & Del Mar Av,,32.74089722,-117.25347227,,,0,,1,F-N/B,,Cable&Del Mar,
11851,11851,Cable St & Narragansett Av,,32.74401810,-117.25094500,,,0,,1,F-S/B,,Cable&Narragansett,
12616,12616,Cable St & Narragansett Av,,32.74428230,-117.25056423,,,0,,1,F-N/B,,Cable&Narragansett,
11854,11854,Cable St & Newport Av,,32.74564286,-117.24954218,,,0,,1,F-S/B,,Cable&Newport,cabnew
12618,12618,Cable St & Newport Av,,32.74600116,-117.24908115,,,0,,1,F-N/B,,Cable&Newport,
12610,12610,Cable St & Santa Cruz Av,,32.74257732,-117.25202790,,,0,,1,F-N/B,,Cable&Santa Cruz,
11870,11870,Cable St & Voltaire St,,32.75082961,-117.24508973,,,0,,1,F-S/B,,Cable&Voltaire,cabvol
12305,12305,Cable St & Voltaire St,,32.75082273,-117.24492052,,,0,,1,N-N/B,,Cable&Voltaire,cabvol
11534,11534,Cabrillo Memorial Hwy & Cabrillo Rd,,32.67662297,-117.24325789,,,0,,2,N-S/B,,Cabrillo Memorial Hwy&Cabrillo,
12629,12629,Cabrillo Memorial Hwy & Cabrillo Rd,,32.67836808,-117.24328404,,,0,,0,F-N/B,,Cabrillo Memorial Hwy&Cabrillo,
11531,11531,Cabrillo Memorial Hwy & Ft Rosecrans Cemetery Gate,,32.68459339,-117.24466072,,,0,,2,M-Street-S/B,,Cabrillo Memorial Hwy&Ft Rosecrans Cemetery Gate,
11533,11533,Cabrillo Memorial Hwy & Ft Rosecrans Cemetery Gate,,32.68287046,-117.24427078,,,0,,2,M-Street-S/B,,Cabrillo Memorial Hwy&Ft Rosecrans Cemetery Gate,
11869,11869,Cabrillo Memorial Hwy & Ft Rosecrans Cemetery Gate,,32.68856513,-117.24498830,,,0,,2,F-S/B,,Cabrillo Memorial Hwy&Ft Rosecrans Cemetery Gate,
12303,12303,Cabrillo Memorial Hwy & Ft Rosecrans Cemetery Gate,,32.68479237,-117.24452646,,,0,,2,M-Street-N/B,,Cabrillo Memorial Hwy&Ft Rosecrans Cemetery Gate,
12304,12304,Cabrillo Memorial Hwy & Ft Rosecrans Cemetery Gate,,32.68285793,-117.24412113,,,0,,2,M-Street-N/B,,Cabrillo Memorial Hwy&Ft Rosecrans Cemetery Gate,
12627,12627,Cabrillo Memorial Hwy & Ft Rosecrans Cemetery Gate,,32.68927256,-117.24485652,,,0,,2,F-N/B,,Cabrillo Memorial Hwy&Ft Rosecrans Cemetery Gate,
11859,11859,Cabrillo Memorial Hwy & McClelland Rd,,32.69894326,-117.24741013,,,0,,2,M-Street-S/B,,Cabrillo Memorial Hwy&McClelland,
12292,12292,Cabrillo Memorial Hwy & McClelland Rd,,32.69924002,-117.24741999,,,0,,2,N-N/B,,Cabrillo Memorial Hwy&McClelland,
13421,13421,Cabrillo Memorial Hwy & Safety & Environment,,32.70172273,-117.24902144,,,0,,2,M-Street-N/B,,Cabrillo Memorial Hwy&Safety & Environment,
13422,13422,Cabrillo Memorial Hwy & Safety & Environment,,32.70171338,-117.24915786,,,0,,2,M-Street-S/B,,Cabrillo Memorial Hwy&Safety & Environment,
11863,11863,Cabrillo Memorial Hwy & Woodward St,,32.69676893,-117.24642011,,,0,,2,F-S/B,,Cabrillo Memorial Hwy&Woodward,wdgate
12297,12297,Cabrillo Memorial Hwy & Woodward St,,32.69687714,-117.24629457,,,0,,2,M-Street-N/B,,Cabrillo Memorial Hwy&Woodward,wdgate
10001,10001,Cabrillo National Monument,,32.67445793,-117.24042573,,,0,,1,M-Special_Loc,,Cabrillo Natl Monument,cabmon
40846,40846,Calavo Dr & Jamacha Bl,,32.73133596,-116.96107592,,,0,,1,F-S/B,,Calavo&Jamacha,jamdbl
40739,40739,Calavo Dr & Ranchwood Dr,,32.73239469,-116.96192993,,,0,,1,N-N/B,,Calavo&Ranchwood,
60575,60575,Calle Primera & Sycamore Rd,,32.55091438,-117.04530736,,,0,,2,F-N/B,,Calle Primera&Sycamore,
60596,60596,Calle Primera & Sycamore Rd,,32.55056971,-117.04462927,,,0,,2,F-S/B,,Calle Primera&Sycamore,
60597,60597,Calle Primera & Willow Rd,,32.54997500,-117.04308574,,,0,,1,N-E/B,,Calle Primera&Willow,
40960,40960,Calle Verde & Avocado Bl,,32.74836153,-116.96128813,,,0,,1,N-W/B,,Calle Verde&Avocado,ranvil
40930,40930,Calle Verde & Avocado Bl (Rancho Sd Vlg),,32.74815368,-116.96063272,,,0,,1,F-E/B,,Calle Verde&Avocado (Rcho Sd Vlg),ranvil
40440,40440,Calle Verde & Via Mercado,,32.74779544,-116.95840521,,,0,,1,F-W/B,,Calle Verde&Via Mercado,calavo
41197,41197,Camino Canada & Los Coches Rd,,32.82528177,-116.90177590,,,0,,1,F-S/B,,Cmo Canada&Los Coches,
41158,41158,Camino Canada & Walmart,,32.82344966,-116.90260542,,,0,,1,M-TC-Bus,,Cmo Canada&Walmart,eascou
60581,60581,Camino De La Plaza & Via Nacional,,32.54553962,-117.03870743,,,0,,1,N-W/B,,Cmo De La Pza&Via Nacional,
60602,60602,Camino De La Plaza & Via Nacional,,32.54528247,-117.03852017,,,0,,2,F-E/B,,Cmo De La Pza&Via Nacional,
88970,88970,Camino De La Plaza & Virginia Av,,32.54379311,-117.03623644,,,0,,0,F-E/B,,Cmo De La Pza&Virginia,camvir
60579,60579,Camino De La Plaza & Willow Rd,,32.54554013,-117.04205296,,,0,,1,N-W/B,,Cmo De La Pza&Willow,camwil
60601,60601,Camino De La Plaza & Willow Rd,,32.54533103,-117.04208678,,,0,,1,F-E/B,,Cmo De La Pza&Willow,camwil
13392,13392,Camino De La Reina & Avenida Del Rio,,32.76593679,-117.16354261,,,0,,1,F-E/B,,Cmo De La Reina&Avda Del Rio,
13393,13393,Camino De La Reina & Avenida Del Rio,,32.76605846,-117.16381387,,,0,,1,N-W/B,,Cmo De La Reina&Avda Del Rio,
10479,10479,Camino De La Reina & Camino De La Siesta,,32.76632423,-117.16020895,,,0,,1,F-E/B,,Cmo De La Reina&Cmo De La Siesta,
11242,11242,Camino De La Reina & Camino De La Siesta,,32.76654340,-117.16105051,,,0,,1,M-Street-W/B,,Cmo De La Reina&Cmo De La Siesta,
10100,10100,Camino De La Reina & Camino Del Arroyo,,32.76674662,-117.15846313,,,0,,1,N-E/B,,Cmo De La Reina&Cmo Del Arroyo,
11248,11248,Camino De La Reina & Camino Del Arroyo,,32.76681635,-117.15907219,,,0,,0,F-W/B,,Cmo De La Reina&Cmo Del Arroyo,
10505,10505,Camino De La Reina & Camino Del Este,,32.77072674,-117.14450541,,,0,,1,N-E/B,,Cmo De La Reina&Cmo Del Este,
10879,10879,Camino De La Reina & Camino Del Este,,32.77109162,-117.14383894,,,0,,1,N-W/B,,Cmo De La Reina&Cmo Del Este,
10500,10500,Camino De La Reina & Michaels,,32.77062767,-117.14717207,,,0,,1,M-Street-E/B,,Cmo De La Reina&Michaels,
10485,10485,Camino De La Reina & Mission Center Rd,,32.76819179,-117.15329574,,,0,,1,F-E/B,,Cmo De La Reina&Mission Ctr,
10860,10860,Camino De La Reina & Mission Center Rd,,32.76849279,-117.15310364,,,0,,1,N-W/B,,Cmo De La Reina&Mission Ctr,
13001,13001,Camino De La Reina & Mission Valley West,,32.76751308,-117.15664603,,,0,,1,M-Street-W/B,,Cmo De La Reina&MV West,
13036,13036,Camino De La Reina & Mission Valley West,,32.76763266,-117.15533299,,,0,,1,F-E/B,,Cmo De La Reina&MV West,
13102,13102,Camino De La Reina & Park In The Valley Drwy,,32.77008029,-117.14987319,,,0,,1,N-W/B,,Cmo De La Reina&Park In The Vly,macymv
11276,11276,Camino De La Reina & Qualcomm Wy,,32.77201919,-117.14061457,,,0,,1,F-W/B,,Cmo De La Reina&Qualcomm,
99380,99380,Camino De La Reina & Saks 5th Av,,32.77093318,-117.14711337,,,0,,1,M-Street-W/B,,Cmo De La Reina&Saks 5th,
13037,13037,Camino De La Reina & Westfield Drwy,,32.76997576,-117.14950776,,,0,,1,F-E/B,,Cmo De La Reina&Westfield,macymv
12157,12157,Camino Del Norte & Bernardo Center Dr,,33.00458949,-117.09196254,,,0,,1,F-E/B,,Cmo Del Norte&Bdo Ctr,
12928,12928,Camino Del Norte & Paseo Lucido,,32.99137061,-117.07256094,,,0,,1,F-W/B,,Cmo Del Norte&Paseo Lucido,camplu
12174,12174,Camino Del Norte & Paseo Montanoso,,32.99983574,-117.08652861,,,0,,1,N-E/B,,Cmo Del Norte&Paseo Montanoso,campas
12901,12901,Camino Del Norte & Paseo Montanoso,,33.00023447,-117.08649979,,,0,,1,N-W/B,,Cmo Del Norte&Paseo Montanoso,campas
13040,13040,Camino Del Rio N & 2655,,32.77271215,-117.13445327,,,0,,1,M-Street-E/B,,Cmo Del Rio N&2655,
99260,99260,Camino Del Rio N & 3456,,32.77856700,-117.11890157,,,0,,1,M-Street-W/B,,Cmo Del Rio N&3456,
10182,10182,Camino Del Rio N & Mission City Pkwy,,32.77551596,-117.12708963,,,0,,1,N-E/B,,Cmo Del Rio N&Mission City,mispky
13396,13396,Camino Del Rio N & Mission Gorge Rd,,32.78009434,-117.10206953,,,0,,1,F-W/B,,Cmo Del Rio N&Msn Grg,
99864,99864,Camino Del Rio N & Qualcomm Wy,,32.77192497,-117.13957907,,,0,,1,F-E/B,,Cmo Del Rio N&Qualcomm,
99449,99449,Camino Del Rio North & Ward Rd,,32.78017398,-117.11079319,,,0,,1,F-W/B,,Cmo Del Rio North&Ward,
99263,99263,Camino Del Rio S & 2828,,32.77077838,-117.13198415,,,0,,1,M-Street-W/B,,Cmo Del Rio S&2828,
99262,99262,Camino Del Rio S & 3160,,32.77382673,-117.12461001,,,0,,1,M-Street-W/B,,Cmo Del Rio S&3160,
13009,13009,Camino Del Rio S & 3505,,32.77769352,-117.11804379,,,0,,1,M-Street-E/B,,Cmo Del Rio S&3505,
10210,10210,Camino Del Rio S & 3661,,32.77785771,-117.11540681,,,0,,1,M-Street-E/B,,Cmo Del Rio S&3661,
13079,13079,Camino Del Rio S & 4141,,32.77809237,-117.10500436,,,0,,1,M-Street-E/B,,Cmo Del Rio S&4141,natuni
10615,10615,Camino Del Rio S & Caminito Pintoresco,,32.77668827,-117.10057252,,,0,,1,F-S/B,,Cmo Del Rio S&Cmto Pintoresco,
10556,10556,Camino Del Rio S & Mission City Pkwy,,32.77468311,-117.12360996,,,0,,1,M-Street-E/B,,Cmo Del Rio S&Mission City,mispky
13043,13043,Camino Del Rio S & Point Loma Nazerene,,32.77794371,-117.10741702,,,0,,1,M-Street-E/B,,Cmo Del Rio S&Pt Loma Nazerene,
10194,10194,Camino Del Rio S & Scheidler Wy,,32.77667102,-117.12039247,,,0,,1,N-E/B,,Cmo Del Rio S&Scheidler,
99266,99266,Camino Ruiz & Calle Morelos,,32.92351605,-117.14381101,,,0,,1,F-N/B,,Cmo Ruiz&Calle Morelos,
99267,99267,Camino Ruiz & Calle Morelos,,32.92302481,-117.14408954,,,0,,1,F-S/B,,Cmo Ruiz&Calle Morelos,
60786,60786,Camino Ruiz & Capricorn Wy,,32.92578911,-117.14380479,,,0,,1,F-N/B,,Cmo Ruiz&Capricorn,camcap
60687,60687,Camino Ruiz & Hydra Ln,,32.92014183,-117.14406023,,,0,,1,F-S/B,,Cmo Ruiz&Hydra,
60700,60700,Camino Ruiz & Hydra Ln,,32.92076505,-117.14377653,,,0,,1,F-N/B,,Cmo Ruiz&Hydra,
12073,12073,Camino Ruiz & Mira Mesa Bl,,32.91211074,-117.14405353,,,0,,1,F-S/B,,Cmo Ruiz&Mra Msa,crumiS
60704,60704,Camino Ruiz & Mira Mesa Bl,,32.91322947,-117.14366085,,,0,,1,F-N/B,,Cmo Ruiz&Mra Msa,crumiN
60689,60689,Camino Ruiz & New Salem St,,32.91539231,-117.14407386,,,0,,1,F-S/B,,Cmo Ruiz&New Salem,
60703,60703,Camino Ruiz & New Salem St,,32.91604348,-117.14372529,,,0,,1,F-N/B,,Cmo Ruiz&New Salem,
12071,12071,Camino Ruiz & Reagan Rd,,32.90781793,-117.14552175,,,0,,1,F-S/B,,Cmo Ruiz&Reagan,
12807,12807,Camino Ruiz & Reagan Rd,,32.90843228,-117.14494477,,,0,,1,F-N/B,,Cmo Ruiz&Reagan,
60686,60686,Camino Ruiz & Teresa Dr,,32.92465732,-117.14410288,,,0,,1,F-S/B,,Cmo Ruiz&Teresa,
60688,60688,Camino Ruiz & Westmore Rd,,32.91809707,-117.14404270,,,0,,1,N-S/B,,Cmo Ruiz&Westmore,
60702,60702,Camino Ruiz & Westmore Rd,,32.91822564,-117.14374746,,,0,,1,F-N/B,,Cmo Ruiz&Westmore,
